代码		    名称		涨幅		现价		当日成交额		主力净额		资金流向		主力资金流向[20260112]		净流入		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		开盘涨幅		早盘竞价金额		尾盘竞价金额		首次涨停时间		最终涨停时间		
SZ002236	大华股份	+4.73%		20.61		23.29亿		+147578820	1.85亿		9521.16万	185348280	5.41%		2.12		436.10亿	--		--		计算机设备	【存储芯片;智能座舱;毫米波雷达;星闪概念;汽车电子;MicroLED概念;MiniLED;5G;传感器;OLED;机器视觉;多模态AI;虚拟现实;东数西算(算力);新型工业化;数据中心;物联网;机器人概念;华为昇腾;无人机;无人驾驶;车联网(车路协同);云计算;卫星导航;信创;数据安全;网络安全;安防;人脸识别;鸿蒙概念;AI智能体;华为鲲鹏;工业互联网;人民币贬值受益;低空经济;人工智能;智能电网;海工装备;时空大数据;DeepSeek概念;数据要素;智能家居;充电桩;数字孪生;智慧城市;智能物流;数字经济;智慧灯杆;深股通;融资融券;水利;网约车;养老概念;乡村振兴;PPP概念;证金持股】	--		--		+8.02%		+10.93%		+1.02		+1.02%		13540268	15403151	--		--		
SZ002237	恒邦股份	+1.26%		14.42		7.06亿		-17625574	--		-4565.55万	-32237858	4.12%		1.01		171.94亿	--		--		贵金属		【金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;磷化工;化肥;国企改革;深股通;融资融券】	--		--		+10.33%		+12.83%		+2.46		+2.46%		10324862	4529322		--		--		
SZ002238	天威视讯	+3.94%		8.96		2.58亿		-30335454	2368.23万	-292.10万	23684979	3.61%		1.95		71.91亿		--		--		文化传媒	【文化传媒概念;短剧游戏;足球概念;在线教育;虚拟数字人;数据要素;智慧政务;智慧城市;国资云;算力租赁;网络安全;国企改革;腾讯概念;AI智能体;数据中心;5G;深股通;融资融券】	--		--		+9.00%		-7.91%		+0.93		+0.93%		934380		1359232		--		--		
SZ002239	奥特佳		+2.66%		3.09		3.93亿		+19029670	1.31亿		6651.13万	131457777	3.95%		1.51		100.91亿	--		--		汽车零部件	【长安汽车概念;华为汽车;汽车热管理;新能源汽车;充电桩;国企改革;小米汽车;储能;无人驾驶;比亚迪概念;特斯拉概念;百度概念;锂电池概念;宁德时代概念;深股通;股权转让(并购重组);融资融券】	--		--		+3.34%		+6.19%		+0.00		+0.00%		1415302		2462112		--		--		
SZ002240	盛新锂能	+5.37%		37.10		25.44亿		+235765820	2.65亿		2.67亿		264745511	7.56%		0.99		338.69亿	--		--		能源金属	【盐湖提锂;小金属概念;固态电池;锂电池概念;宁德时代概念;回购增持再贷款概念;西部大开发;比亚迪概念;深股通;融资融券】	--		--		+8.16%		+16.05%		+3.27		+3.27%		40188708	22924090	--		--		
SZ002241	歌尔股份	+2.14%		30.56		46.21亿		+170370340	--		-7375.12万	-232347970	4.86%		1.11		959.12亿	--		--		消费电子	【同花顺果指数;智能音箱;无线耳机;AI眼镜;星闪概念;智能穿戴;苹果概念;汽车电子;富士康概念;小米概念;MR(混合现实);消费电子概念;语音技术;传感器;虚拟现实;芯片概念;元宇宙;华为概念;机器人概念;物联网;3D打印;无人机;人工智能;人民币贬值受益;工业互联网;智能家居;独角兽概念;同花顺漂亮100;深股通;融资融券;创投;海峡两岸;回购增持再贷款概念;证金持股】	--		--		+6.37%		+4.30%		+0.00		+0.00%		25240512	46222000	--		--		
SZ002242	九阳股份	+2.96%		10.79		1.78亿		-517914		3896.23万	1339.86万	38962275	2.19%		1.77		82.19亿		--		--		小家电		【家用电器;净水概念;证金持股;智能家居;机器人概念;深股通;融资融券】	--		--		+2.57%		+3.65%		+0.95		+0.95%		1664234		1971333		--		--		
SZ002243	力合科创	+2.10%		11.65		8.86亿		-77608475	--		-5809.63万	-18692440	6.28%		1.17		140.28亿	--		--		美容护理	【深圳国企改革;建筑节能;物业管理;脑机接口;创投;国企改革;可降解塑料;智慧城市;数字经济;冷链物流;东数西算(算力);锂电池概念;数据中心;毫米波雷达;芯片概念;深股通;融资融券】	--		--		+20.23%		+22.63%		+3.07		+3.07%		8936941		7548035		--		--		
SZ002244	滨江集团	-0.87%		10.25		3.15亿		-18937055	--		-4882.24万	-54697740	1.15%		0.83		275.30亿	--		--		房地产		【租售同权;特色小镇;证金持股;物业管理;养老概念;乡村振兴;共同富裕示范区;海峡两岸;深股通;融资融券;固态电池】	--		--		+4.49%		+3.74%		-0.10		-0.10%		889413		1995675		--		--		
SZ002245	蔚蓝锂芯	+2.32%		18.49		14.80亿		-21330064	--		-3483.00万	-22897558	7.35%		1.54		200.65亿	--		--		电池		【固态电池;钠离子电池;锂电池概念;两轮车;飞行汽车(eVTOL);芯片概念;人形机器人;储能;小米概念;MiniLED;无人机;数据中心;机器人概念;金属镍;智能家居;一带一路;创投;海峡两岸;深股通;融资融券】	--		--		+0.60%		+15.71%		+1.11		+1.11%		20464227	8603397		--		--		
SZ002246	北化股份	-1.95%		20.12		5.29亿		-62795969	--		-4117.81万	-58164394	4.79%		0.86		110.47亿	--		--		化学制品	【核污染防治;军民融合;军工;商业航天;专精特新;核电;西部大开发;垃圾分类;国企改革;深股通;融资融券】	--		--		+15.70%		+18.91%		+0.39		+0.39%		2451400		4444508		--		--		
SZ002247	聚力文化	+0.70%		2.87		5970.95万	+579181		--		-239.30万	-1091189	3.26%		1.00		18.47亿		--		--		建筑材料	【共同富裕示范区;长三角一体化】	--		--		-1.71%		+1.41%		+0.35		+0.35%		750750		1251607		--		--		
SZ002248	华东数控	+0.55%		12.83		5.31亿		-17355526	131.41万	452.73万	1314065		13.51%		1.51		39.45亿		--		--		通用设备	【工业母机;高端装备;新型工业化】	--		--		+13.24%		+5.60%		-0.39		-0.39%		3819355		7893016		--		--		
SZ002249	大洋电机	+1.91%		11.20		17.52亿		-55148344	6060.22万	-1533.01万	60602190	8.56%		1.50		207.18亿	--		--		电机		【人形机器人;长安汽车概念;比亚迪概念;新能源汽车;机器人概念;燃料电池;家用电器;数据中心;储能;充电桩;粤港澳大湾区;氢能源;风电;回购增持再贷款概念;深股通;AIGC概念;融资融券】	--		--		+4.28%		+8.63%		+0.64		+0.64%		3680104		27722240	--		--		
SZ002250	联化科技	+7.73%		17.69		13.35亿		-8177262	--		1152.57万	-1411024	8.42%		1.04		158.32亿	--		--		农化制品	【氟化工概念;锂电池概念;CRO概念;创新药;回购增持再贷款概念;人民币贬值受益;证金持股;深股通;融资融券】	--		--		+37.67%		+47.29%		+2.62		+2.62%		12950910	8431054		09:57:18	09:57:42	
SZ002251	步步高		+2.52%		5.70		12.41亿		+64888207	1.51亿		1.02亿		150766528	10.25%		1.41		122.69亿	--		--		零售		【免税店;预制菜;冷链物流;统一大市场;智能物流;融资融券;深股通;摘帽】	--		--		+2.15%		+4.40%		-0.18		-0.18%		3492060		19401660	--		--		
SZ002252	上海莱士	+0.77%		6.52		2.64亿		+14976704	3021.16万	1831.13万	30211618	0.61%		1.43		432.57亿	--		--		生物制品	【合成生物;创新药;重组蛋白;回购增持再贷款概念;深股通;融资融券】	--		--		+1.09%		+1.40%		+0.00		+0.00%		1076608		2773373		--		--		
SZ002253	*ST智胜		-1.27%		10.88		6754.17万	-6929555	--		300.27万	-859239		2.99%		1.37		22.66亿		--		--		软件开发	【成飞概念;军工信息化;军民融合;职业教育;ST板块;军工;低空经济;西部大开发;智慧城市;数字孪生;数据要素;人脸识别;安防;人工智能;车联网(车路协同);虚拟电厂;智慧政务;网络安全;华为概念;华为昇腾;元宇宙;云计算;华为鲲鹏;语音技术;虚拟现实;信创】	--		--		-6.21%		+14.65%		-0.27		-0.27%		168147		921536		--		--		
SZ002254	泰和新材	+4.25%		12.50		5.65亿		+2738419	1.03亿		3457.13万	102545410	5.60%		0.79		102.34亿	--		--		化学纤维	【国企改革;高铁;氢能源;军民融合;军工;无人机;锂电池概念;新能源汽车;机器人概念;固态电池;智能穿戴;深股通;融资融券】	--		--		+26.52%		+35.87%		-0.33		-0.33%		1185440		3432838		--		--		
SZ002255	海陆重工	+1.62%		15.02		29.64亿		-286708540	--		-2.36亿		-329658340	31.73%		1.54		95.82亿		--		--		其他电源设备	【可控核聚变;核电;光伏概念;氢能源;充电桩;高端装备;绿色电力;固废处理;第三代半导体;污水处理;芯片概念;融资融券;深股通】	--		--		+17.07%		+24.23%		+1.35		+1.35%		22717170	29383626	--		--		
SZ002256	兆新股份	+4.92%		3.84		5.65亿		-8946990	8049.45万	2545.64万	80475483	7.65%		1.24		74.92亿		--		--		电力		【光伏建筑一体化;染料;碳中和;绿色电力;储能;锂电池概念;化肥;盐湖提锂;AI手机;深股通;融资融券】	--		--		+3.78%		+8.17%		+0.27		+0.27%		1335513		6339456		--		--		
SZ002258	利尔化学	+3.45%		14.40		4.89亿		+40207184	1334.64万	2105.33万	13346364	4.27%		1.04		115.08亿	--		--		农化制品	【草甘膦;西部大开发;国企改革;深股通;2025年报预增;融资融券】	--		--		+8.84%		+11.98%		+0.57		+0.57%		3927000		2897280		--		--		
SZ002259	升达林业	+0.52%		3.87		7093.70万	+6185561	875.37万	600.22万	8753650		2.45%		0.61		29.12亿		--		--		燃气		【天然气;西部大开发;摘帽】	--		--		+0.26%		+0.52%		+0.00		+0.00%		847385		2239182		--		--		
SZ002261	拓维信息	+5.07%		36.88		68.06亿		+207200750	3.01亿		2.05亿		301490580	16.28%		1.63		422.52亿	--		--		软件开发	【华为昇腾;华为欧拉;华为盘古;国产操作系统;东数西算(算力);华为鲲鹏;信创;云计算;移动支付;智慧政务;算力租赁;鸿蒙概念;蚂蚁集团概念;阿里巴巴概念;物联网;在线教育;华为概念;机器人概念;车联网(车路协同);人工智能;智慧城市;虚拟数字人;DeepSeek概念;工业互联网;手机游戏;智能医疗;托育服务;三胎概念;深股通;融资融券】	--		--		+20.48%		+23.02%		+1.91		+1.91%		49666645	56883712	--		--		
SZ002262	恩华药业	-0.53%		24.48		3.49亿		-29647624	--		-3620.28万	-66774166	1.61%		1.29		216.38亿	--		--		化学制药	【芬太尼;创新药;阿尔茨海默概念;医药电商;仿制药一致性评价;猴痘概念;医疗器械概念;智能医疗;深股通;融资融券】	--		--		-3.58%		+1.28%		+0.20		+0.20%		8576748		2741760		--		--		
SZ002263	大东南		+2.03%		3.51		2.70亿		+21540675	3966.84万	3011.54万	39689425	4.12%		1.56		65.93亿		--		--		塑料制品	【石墨烯;光伏概念;共同富裕示范区;国企改革;PET铜箔;比亚迪概念;新能源汽车;特高压;柔性直流输电;军工;深股通;融资融券】	--		--		+3.54%		+6.04%		+0.00		+0.00%		828080		4653207		--		--		
SZ002264	新 华 都	+5.46%		10.23		12.95亿		+9173906	1.04亿		5297.86万	103544241	19.48%		1.71		66.98亿		--		--		文化传媒	【赛马概念;小红书概念;拼多多概念;快手概念;福建自贸区;网红经济;虚拟数字人;海峡两岸;抖音概念(字节概念);AIGC概念;体育产业;数据要素;阿里巴巴概念;跨境电商;AI智能体;数字经济;人工智能;统一大市场;DeepSeek概念;深股通】	--		--		-1.16%		+10.24%		+1.13		+1.13%		7820532		20255400	--		--		
SZ002265	建设工业	+1.36%		28.30		5.64亿		-6417243	5327.90万	1998.73万	53279010	1.95%		1.25		292.35亿	--		--		军工装备	【兵装重组概念;军民融合;军工信息化;军工;无人机;央企国企改革;机器人概念;无人驾驶;专精特新;长安汽车概念;新能源汽车;比亚迪概念;西部大开发;国企改革;汽车电子;融资融券;股权转让(并购重组);深股通】	--		--		+8.02%		+9.18%		-0.07		-0.07%		2686770		3667680		--		--		
SZ002266	浙富控股	+0.66%		4.57		7.73亿		-30607347	--		-5042.23万	-98881849	3.48%		1.19		223.78亿	--		--		环境治理	【可控核聚变;核电;抽水蓄能;雅下水电概念;金属回收;金属铜;小金属概念;金属钴;黄金概念;金属镍;高端装备;固废处理;绿色电力;水利;金属铅;汽车拆解概念;金属锌;碳中和;一带一路;动力电池回收;创投;共同富裕示范区;文化传媒概念;深股通;融资融券】	--		--		+7.53%		+14.82%		+0.66		+0.66%		3646403		4475401		--		--		
SZ002267	陕天然气	+0.53%		7.64		8267.14万	-1964921	694.88万	416.65万	6948757		0.98%		1.50		84.96亿		--		--		燃气		【天然气;证金持股;地下管网;国企改革;西部大开发;深股通;融资融券】	--		--		+1.06%		+1.73%		+0.00		+0.00%		2580200		492016		--		--		
SZ002268	电科网安	+9.90%		23.76		20.22亿		+68542973	2.28亿		1.69亿		227607262	10.29%		1.67		200.84亿	--		--		计算机设备	【数字水印;数据安全;网络安全;商业航天;量子科技;财税数字化;云办公;华为鲲鹏;EDR概念;智慧政务;卫星导航;信创;国资云;数字货币;军工;车联网(车路协同);低空经济;移动支付;数据要素;智慧城市;互联网金融;数字经济;工业互联网;数字孪生;国产操作系统;鸿蒙概念;腾讯概念;跨境支付(CIPS);人工智能;华为概念;物联网;水利;乡村振兴;雅下水电概念;西部大开发;国企改革;5G;芯片概念;消费电子概念;汽车电子;汽车芯片;深股通;融资融券】	--		--		+28.57%		+28.85%		+5.97		+5.97%		37485342	10421136	13:54:21	14:50:27	
SZ002269	美邦服饰	+1.02%		1.98		2.05亿		-6076265	5183.40万	2703.86万	51833961	4.16%		1.19		49.75亿		--		--		服装家纺	【三胎概念;IP经济(谷子经济);参股银行;上海自贸区;深股通;融资融券】	--		--		+2.06%		+2.06%		+0.00		+0.00%		1153264		3749922		--		--		
SZ002270	华明装备	-0.91%		27.37		3.13亿		+9740594	--		-4119.30万	-76006746	1.28%		1.16		245.29亿	--		--		电网设备	【特高压;高端装备;专精特新;工业母机;机器人概念;深股通;融资融券】	--		--		+6.37%		+11.67%		-0.43		-0.43%		3085500		1716099		--		--		
SZ002271	东方雨虹	+0.00%		14.64		5.07亿		-30564396	--		-3502.46万	-24777539	1.82%		0.80		280.35亿	--		--		建筑材料	【冰雪产业;房屋检测;同花顺中特估100;高股息精选;装配式建筑;乡村振兴;建筑节能;新型城镇化;雄安新区;地下管网;水利;一带一路;绿色电力;光伏建筑一体化;核电;海工装备;高铁;数字经济;回购增持再贷款概念;抽水蓄能;充电桩;光伏概念;同花顺漂亮100;储能;数据中心;深股通;融资融券】	--		--		+8.52%		+12.70%		-0.07		-0.07%		1381072		5958099		--		--		
SZ002272	川润股份	+2.40%		17.10		11.11亿		+26076721	3767.44万	2699.21万	37674355	16.96%		0.98		66.09亿		--		--		通用设备	【液冷服务器;数据中心;传感器;储能;抽水蓄能;高端装备;机器人概念;光热发电;特高压;工业互联网;智能电网;风电;氢能源;核电;华为概念;超超临界发电;垃圾分类;水利;低空经济;军工;碳中和;数字经济;西部大开发;深股通;融资融券】	--		--		+6.41%		+22.58%		+0.00		+0.00%		4403055		18830520	--		--		
SZ002273	水晶光电	+2.11%		26.17		15.55亿		+9196310	1.20亿		6265.67万	119523941	4.43%		1.24		356.49亿	--		--		光学光电子	【同花顺果指数;AI手机;AI眼镜;苹果概念;智能座舱;智能穿戴;华为手机;汽车电子;消费电子概念;小米概念;人形机器人;虚拟现实;华为概念;机器人概念;比亚迪概念;元宇宙;华为汽车;安防;长安汽车概念;人民币贬值受益;储能;深股通;融资融券】	--		--		+4.64%		+8.59%		+0.04		+0.04%		7143304		16638886	--		--		
SZ002274	华昌化工	+0.00%		5.76		5960.59万	-10095222	47.48万		-1.12万		474782		1.11%		1.13		54.02亿		--		--		化学原料	【煤化工概念;化肥;钒电池;氢能源;深股通;融资融券】	--		--		+0.00%		+1.59%		-0.35		-0.35%		793268		1272384		--		--		
SZ002275	桂林三金	+0.28%		14.48		4761.77万	-3283204	727.10万	23.55万		7271005		0.59%		1.29		80.95亿		--		--		中药		【流感;仿制药一致性评价;创新药;西部大开发;深股通;融资融券】	--		--		-0.48%		-1.76%		+0.21		+0.21%		170746		605988		--		--		
SZ002276	万马股份	+1.12%		17.22		10.44亿		-46568848	3534.99万	1923.46万	35349867	6.06%		1.44		173.45亿	--		--		电网设备	【股权转让(并购重组);充电桩;柔性直流输电;人形机器人;换电概念;高压快充;新能源汽车;机器人概念;工业互联网;核电;数据中心;水利;比亚迪概念;高端装备;储能;海工装备;军工;风电;数字经济;5G;光纤概念;绿色电力;国企改革;深股通;融资融券】	--		--		+4.11%		+9.40%		+0.41		+0.41%		3575610		10356108	--		--		
SZ002277	友阿股份	+1.85%		8.27		6.78亿		-10162776	2513.59万	1160.45万	25135864	5.96%		1.04		115.30亿	--		--		零售		【免税店;跨境电商;乡村振兴;NMN概念;参股银行;农村电商;互联网金融;机器人概念;证金持股;芯片概念;第三代半导体;深股通;融资融券;股权转让(并购重组)】	--		--		+15.50%		+15.18%		-0.49		-0.49%		4595096		13992013	--		--		
SZ002278	神开股份	+3.07%		14.44		18.29亿		-127230766	--		-5604.59万	-26743085	37.65%		2.75		48.23亿		--		--		专用设备	【可燃冰;页岩气;海工装备;碳纤维;商业航天;高端装备;俄乌冲突概念;中俄贸易概念;天然气;机器人概念;专精特新;一带一路;无人机;氢能源;人工智能】	--		--		+17.97%		+25.57%		+7.14		+7.14%		57824389	18114994	--		--		
SZ002279	久其软件	+3.84%		9.74		17.95亿		-27190076	--		-3879.31万	-64745888	23.51%		1.60		76.92亿		--		--		软件开发	【快手概念;小红书概念;ChatGPT概念;AIGC概念;财税数字化;智慧政务;华为鲲鹏;AI智能体;数据安全;文化传媒概念;数据要素;信创;抖音概念(字节概念);网络安全;区块链;百度概念;职业教育;鸿蒙概念;数字乡村;阿里巴巴概念;腾讯概念;数字经济;网红经济;DeepSeek概念;人工智能;化债概念(AMC概念);华为概念;智能医疗;京津冀一体化;低空经济;跨境电商;乡村振兴;雄安新区;数据中心;深股通】	--		--		+25.03%		+21.75%		+0.00		+0.00%		24459288	13609020	--		--		
SZ002281	光迅科技	+4.34%		75.32		38.01亿		+329432070	--		5697.90万	-78397250	6.51%		1.27		587.10亿	--		--		通信设备	【共封装光学(CPO);F5G概念;光纤概念;液冷服务器;5G;6G概念;数据中心;芯片概念;东数西算(算力);量子科技;抖音概念(字节概念);华为概念;阿里巴巴概念;腾讯概念;百度概念;深股通;融资融券;央企国企改革;国企改革】	--		--		+6.56%		+13.52%		+1.57		+1.57%		30022707	25669056	--		--		
