代码		    名称		涨幅		现价		昨日成交额		当日成交额		主力净额		资金流向		主力资金流向[20260113]		净流入		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		开盘涨幅		早盘竞价金额		尾盘竞价金额		首次涨停时间		最终涨停时间
SH600405	动力源		--		--		1.33亿		0.00		--		--		0.00		0		--		--		34.47亿		--		--		其他电源设备	【换电概念;充电桩;高压快充;光伏概念;储能;东数西算(算力);雄安新区;腾讯概念;数据中心;中俄贸易概念;百度概念;燃料电池;阿里巴巴概念;华为概念;氢能源;新能源汽车;5G;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600406	国电南瑞	--		--		15.67亿		0.00		--		3033.71万	0.00		0		--		--		1899.17亿	--		--		电网设备	【柔性直流输电;抽水蓄能;特高压;虚拟电厂;核电;智能电网;电力物联网;雅下水电概念;光伏概念;充电桩;氢能源;储能;央企国企改革;换电概念;同花顺漂亮100;证金持股;水利;一带一路;国企改革;PPP概念;数据中心;量子科技;芯片概念;沪股通;融资融券;车联网(车路协同)】	--		--		--		--		--		--		--		--		--		--
SH600408	安泰集团	--		--		5.33亿		0.00		--		--		0.00		0		--		--		45.51亿		--		--		煤炭开采加工	【煤炭概念;煤化工概念;碳中和;氢能源】	--		--		--		--		--		--		--		--		--		--
SH600409	三友化工	--		--		4.72亿		0.00		--		--		0.00		0		--		--		136.25亿	--		--		化学原料	【有机硅概念;钠离子电池;消毒剂;绿色电力;光伏概念;国企改革;京津冀一体化;华为概念;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600410	华胜天成	--		--		83.42亿		0.00		--		--		0.00		0		--		--		242.22亿	--		--		IT服务		【信创;网络安全;智慧政务;云计算;AI智能体;区块链;东数西算(算力);元宇宙;AIGC概念;在线教育;抖音概念(字节概念);腾讯概念;百度概念;阿里巴巴概念;数据要素;安防;华为概念;智慧城市;时空大数据;人工智能;DeepSeek概念;无线耳机;数据中心;芯片概念;军工;工业互联网;京津冀一体化;创投;一带一路;沪股通;融资融券;华为鲲鹏】	--		--		--		--		--		--		--		--		--		--
SH600415	小商品城	--		--		17.13亿		0.00		--		--		0.00		0		--		--		907.53亿	--		--		零售		【跨境支付(CIPS);参股券商;共同富裕示范区;跨境电商;数字货币;超级品牌;IP经济(谷子经济);移动支付;数字经济;DeepSeek概念;数据要素;网红经济;人工智能;统一大市场;中俄贸易概念;一带一路;虚拟数字人;阿里巴巴概念;国企改革;回购增持再贷款概念;绿色电力;数据中心;同花顺中特估100;同花顺出海50;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600416	湘电股份	--		--		14.00亿		0.00		--		1.11亿		0.00		0		--		--		230.89亿	--		--		电机		【军民融合;商业航天;军工;低空经济;核电;无人机;水利;风电;高端装备;高铁;工业互联网;抽水蓄能;国企改革;无人驾驶;储能;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600418	江淮汽车	--		--		28.51亿		0.00		--		--		0.00		0		--		--		1088.07亿	--		--		汽车整车	【智能座舱;百度概念;DeepSeek概念;车联网(车路协同);低空经济;华为概念;无人驾驶;飞行汽车(eVTOL);工业互联网;华为汽车;换电概念;新能源汽车;国企改革;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600419	天润乳业	--		--		5437.54万	0.00		--		1638.74万	0.00		0		--		--		31.68亿		--		--		饮料制造	【乳业;新疆振兴;国企改革;西部大开发】	--		--		--		--		--		--		--		--		--		--
SH600420	国药现代	--		--		1.37亿		0.00		--		1941.68万	0.00		0		--		--		143.10亿	--		--		化学制药	【毛发医疗;维生素;流感;动物疫苗;NMN概念;芬太尼;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;医美概念;合成生物;三胎概念;辅助生殖;创新药;猴痘概念;国企改革;重组蛋白;央企国企改革;DeepSeek概念;虚拟数字人;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600422	昆药集团	--		--		9278.09万	0.00		--		90.08万		0.00		0		--		--		97.80亿		--		--		中药		【医药电商;青蒿素;证金持股;仿制药一致性评价;养老概念;创新药;工业大麻;国企改革;乡村振兴;西部大开发;央企国企改革;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600423	柳化股份	--		--		7946.68万	0.00		--		--		0.00		0		--		--		30.03亿		--		--		化学原料	【消毒剂;煤化工概念;国企改革;西部大开发;芯片概念】	--		--		--		--		--		--		--		--		--		--
SH600425	青松建化	--		--		1.51亿		0.00		--		--		0.00		0		--		--		59.43亿		--		--		建筑材料	【水泥概念;新疆振兴;西部大开发;一带一路;国企改革;煤炭概念;化肥;氢能源;同花顺中特估100;证金持股;风电;人工智能;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600426	华鲁恒升	--		--		4.81亿		0.00		--		--		0.00		0		--		--		685.64亿	--		--		农化制品	【化肥;煤化工概念;国企改革;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600428	中远海特	--		--		4.92亿		0.00		--		1.06亿		0.00		0		--		--		180.95亿	--		--		港口航运	【中字头股票;航运概念;央企国企改革;国企改革;自由贸易港;回购增持再贷款概念;人民币贬值受益;粤港澳大湾区;沪股通;DeepSeek概念;比亚迪概念;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600429	三元股份	--		--		2.15亿		0.00		--		4447.44万	0.00		0		--		--		80.27亿		--		--		饮料制造	【乳业;三胎概念;国企改革;京津冀一体化;沪股通】	--		--		--		--		--		--		--		--		--		--
SH600433	冠豪高新	--		--		8603.06万	0.00		--		--		0.00		0		--		--		57.41亿		--		--		造纸		【国企改革;可降解塑料;烟草;央企国企改革;氢能源;燃料电池;军工;融资融券;沪股通】	--		--		--		--		--		--		--		--		--		--
SH600435	北方导航	--		--		52.44亿		0.00		--		1.74亿		0.00		0		--		--		330.75亿	--		--		军工装备	【国产航母;军民融合;军工信息化;军工;卫星导航;无人机;央企国企改革;高端装备;国企改革;证金持股;沪股通;融资融券;2025年报预增】	--		--		--		--		--		--		--		--		--		--
SH600436	片仔癀		--		--		4.52亿		0.00		--		5735.62万	0.00		0		--		--		1045.43亿	--		--		中药		【超级品牌;证金持股;肝炎概念;创新药;国企改革;同花顺漂亮100;海峡两岸;专精特新;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600438	通威股份	--		--		25.84亿		0.00		--		1.62亿		0.00		0		--		--		957.57亿	--		--		光伏设备	【硅能源;BC电池;TOPCON电池;HJT电池;钙钛矿电池;光伏概念;同花顺漂亮100;储能;农村电商;预制菜;西部大开发;乡村振兴;融资融券;沪股通;芯片概念】	--		--		--		--		--		--		--		--		--		--
SH600439	瑞贝卡		--		--		7631.57万	0.00		--		1266.51万	0.00		0		--		--		32.71亿		--		--		服装家纺	【网红经济;跨境电商;参股银行;人民币贬值受益;一带一路】	--		--		--		--		--		--		--		--		--		--
SH600444	国机通用	--		--		1.70亿		0.00		--		--		0.00		0		--		--		28.89亿		--		--		专用设备	【光热发电;核电;可控核聚变;污水处理;海工装备;水利;氢能源;央企国企改革;国企改革;机器人概念;数据中心;盐湖提锂;动力电池回收;芯片概念;锂电池概念】	--		--		--		--		--		--		--		--		--		--
SH600446	金证股份	--		--		11.72亿		0.00		--		2.28亿		0.00		0		--		--		168.02亿	--		--		IT服务		【互联网金融;互联网保险;信创;区块链;华为鲲鹏;腾讯概念;AI智能体;数据要素;人工智能;智慧城市;华为概念;DeepSeek概念;数字经济;独角兽概念;虚拟数字人;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600448	华纺股份	--		--		5717.59万	0.00		--		785.46万	0.00		0		--		--		20.34亿		--		--		纺织制造	【参股银行;国企改革;C2M概念;工业大麻;回购增持再贷款概念;人民币贬值受益;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600449	宁夏建材	--		--		7456.65万	0.00		--		831.60万	0.00		0		--		--		60.63亿		--		--		建筑材料	【水泥概念;统一大市场;参股银行;国企改革;西部大开发;央企国企改革;智能物流;国资云;人工智能;算力租赁;东数西算(算力);数据中心;融资融券;沪股通】	--		--		--		--		--		--		--		--		--		--
SH600452	涪陵电力	--		--		9.98亿		0.00		--		1.43亿		0.00		0		--		--		160.11亿	--		--		电力		【央企国企改革;西部大开发;国企改革;水泥概念;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600455	博通股份	--		--		5439.69万	0.00		--		462.73万	0.00		0		--		--		16.90亿		--		--		教育		【职业教育;国企改革;西部大开发;鸿蒙概念】	--		--		--		--		--		--		--		--		--		--
SH600456	宝钛股份	--		--		15.29亿		0.00		--		1.06亿		0.00		0		--		--		197.32亿	--		--		小金属		【国产航母;大飞机;商业航天;航空发动机;军工;海工装备;核电;无人机;西部大开发;国企改革;小金属概念;3D打印;回购增持再贷款概念;燃料电池;苹果概念;融资融券;沪股通】	--		--		--		--		--		--		--		--		--		--
SH600458	时代新材	--		--		3.33亿		0.00		--		--		0.00		0		--		--		122.26亿	--		--		风电设备	【OLED;风电;高铁;氢能源;央企国企改革;新能源汽车;低空经济;储能;特斯拉概念;超级电容;国企改革;锂电池概念;小米概念;5G;有机硅概念;融资融券;沪股通】	--		--		--		--		--		--		--		--		--		--
SH600459	贵研铂业	--		--		14.09亿		0.00		--		--		0.00		0		--		--		161.97亿	--		--		小金属		【黄金概念;小金属概念;金属回收;俄乌冲突概念;固废处理;西部大开发;PM2.5;氢能源;国企改革;燃料电池;专精特新;芯片概念;新能源汽车;军工;华为概念;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600460	士兰微		--		--		14.14亿		0.00		--		817.65万	0.00		0		--		--		496.23亿	--		--		半导体		【国家大基金持股;第三代半导体;MCU芯片;汽车芯片;先进封装;OLED;芯片概念;消费电子概念;智能穿戴;小米概念;汽车电子;传感器;华为概念;比亚迪概念;光伏概念;长三角一体化;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600461	洪城环境	--		--		1.70亿		0.00		--		--		0.00		0		--		--		120.07亿	--		--		环境治理	【天然气;PPP概念;国企改革;污水处理;固废处理;垃圾分类;创投;融资融券;沪股通】	--		--		--		--		--		--		--		--		--		--
SH600463	空港股份	--		--		4666.04万	0.00		--		--		0.00		0		--		--		33.57亿		--		--		房地产		【垃圾分类;物业管理;雄安新区;国企改革;京津冀一体化;创投;军民融合】	--		--		--		--		--		--		--		--		--		--
SH600467	好当家		--		--		2.61亿		0.00		--		--		0.00		0		--		--		40.03亿		--		--		养殖业		【预制菜;中韩自贸区;白酒概念;乡村振兴;流感;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600468	百利电气	--		--		11.99亿		0.00		--		--		0.00		0		--		--		89.96亿		--		--		电网设备	【可控核聚变;超导概念;核电;柔性直流输电;海工装备;智能电网;风电;军工;氢能源;军民融合;储能;一带一路;国企改革;京津冀一体化;沪股通】	--		--		--		--		--		--		--		--		--		--
SH600469	风神股份	--		--		8462.80万	0.00		--		1338.35万	0.00		0		--		--		48.36亿		--		--		汽车零部件	【国企改革;央企国企改革;新能源汽车;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600470	六国化工	--		--		1.09亿		0.00		--		--		0.00		0		--		--		32.03亿		--		--		农化制品	【锂电池概念;化肥;磷化工;煤化工概念;污水处理;乡村振兴;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600475	华光环能	--		--		11.87亿		0.00		--		1.39亿		0.00		0		--		--		221.86亿	--		--		电力		【光伏建筑一体化;氢能源;光伏概念;信托概念;建筑节能;土壤修复;污水处理;垃圾分类;碳中和;一带一路;生物质能发电;绿色电力;碳交易;化债概念(AMC概念);硅能源;固废处理;PPP概念;乡村振兴;国企改革;参股券商;数据中心;专精特新;数字孪生;数字经济;智慧城市;华为概念;沪股通;融资融券】	--		--		--		--		--		--		--		--		13:42:04	14:56:20
SH600476	湘邮科技	--		--		9982.99万	0.00		--		389.48万	0.00		0		--		--		27.40亿		--		--		IT服务		【数据要素;数字经济;数字乡村;智慧政务;互联网金融;人工智能;时空大数据;安防;跨境电商;数据安全;云计算;国资云;乡村振兴;碳中和;车联网(车路协同);国企改革;移动支付;数字货币;智能物流;央企国企改革;卫星导航;数据中心】	--		--		--		--		--		--		--		--		--		--
SH600477	杭萧钢构	--		--		7088.23万	0.00		--		--		0.00		0		--		--		93.81亿		3		--		建筑装饰	【建筑节能;装配式建筑;HJT电池;钙钛矿电池;光伏建筑一体化;雄安新区;一带一路;工业互联网;储能;沪股通;融资融券】	--		--		--		--		--		--		--		--		09:25:01	09:30:00
SH600478	科力远		--		--		4.96亿		0.00		--		--		0.00		0		--		--		122.58亿	--		--		电池		【动力电池回收;固态电池;锂电池概念;小金属概念;储能;两轮车;燃料电池;氢能源;新能源汽车;军工;共享单车;航空发动机;区块链;军民融合;融资融券;商业航天;沪股通】	--		--		--		--		--		--		--		--		--		--
SH600479	千金药业	--		--		6056.01万	0.00		--		213.33万	0.00		0		--		--		43.36亿		--		--		中药		【医药电商;流感;肝炎概念;仿制药一致性评价;三胎概念;农业种植;创新药;国企改革;数字经济;DeepSeek概念;人工智能;工业互联网】	--		--		--		--		--		--		--		--		--		--
SH600480	凌云股份	--		--		3.70亿		0.00		--		--		0.00		0		--		--		152.45亿	--		--		汽车零部件	【人形机器人;汽车热管理;华为汽车;小米汽车;长安汽车概念;特斯拉概念;飞行汽车(eVTOL);新能源汽车;无人驾驶;传感器;小米概念;比亚迪概念;低空经济;液冷服务器;水利;回购增持再贷款概念;京津冀一体化;雄安新区;地下管网;储能;核电;宁德时代概念;国企改革;央企国企改革;锂电池概念;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600481	双良节能	--		--		11.66亿		0.00		--		5150.54万	0.00		0		--		--		138.10亿	--		--		光伏设备	【硅能源;光伏概念;光热发电;储能;氢能源;碳中和;高端装备;数据中心;工业互联网;专精特新;超超临界发电;DeepSeek概念;液冷服务器;融资融券;核电;沪股通】	--		--		--		--		--		--		--		--		--		--
SH600482	中国动力	--		--		8.82亿		0.00		--		--		0.00		0		--		--		530.72亿	--		--		其他电源设备	【中船系;国产航母;核污染防治;军民融合;核电;海工装备;军工;央企国企改革;风电;氢能源;数据中心;储能;国企改革;雄安新区;燃料电池;京津冀一体化;DeepSeek概念;新能源汽车;石墨烯;长安汽车概念;锂电池概念;固态电池;钠离子电池;沪股通;融资融券;中字头股票】	--		--		--		--		--		--		--		--		--		--
SH600483	福能股份	--		--		2.05亿		0.00		--		--		0.00		0		--		--		264.11亿	--		--		电力		【绿色电力;国企改革;抽水蓄能;风电;海峡两岸;福建自贸区;回购增持再贷款概念;核电;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600486	扬农化工	--		--		2.67亿		0.00		--		1328.15万	0.00		0		--		--		283.84亿	--		--		农化制品	【草甘膦;同花顺出海50;央企国企改革;国企改革;人民币贬值受益;乡村振兴;沪股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SH600487	亨通光电	--		--		28.49亿		0.00		--		--		0.00		0		--		--		612.27亿	--		--		通信设备	【共封装光学(CPO);光纤概念;F5G概念;液冷服务器;5G;芯片概念;6G概念;小米汽车;量子科技;数据中心;人形机器人;太赫兹;新能源汽车;无人驾驶;华为概念;特高压;机器人概念;智能电网;网络安全;柔性直流输电;海工装备;沪股通;融资融券;军工;长三角一体化;风电;DeepSeek概念;创投;智慧城市;一带一路;水利】	--		--		--		--		--		--		--		--		--		--
SH600488	津药药业	--		--		3459.88万	0.00		--		--		0.00		0		--		--		45.75亿		--		--		化学制药	【仿制药一致性评价;辅助生殖;创新药;京津冀一体化;数字经济;沪股通】	--		--		--		--		--		--		--		--		--		--
